City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
355,Kununurra,AU,80.58,broken clouds,-15.7667,128.7333,Hotel Kununurra
357,Igarka,RU,57.07,light rain,67.4667,86.5833,"Zapolyar'ye, Gostinitsa"
358,Buchanan,LR,78.85,overcast clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
359,Caruray,PH,79.57,broken clouds,10.3094,119.0128,
360,La Rochelle,FR,75.51,broken clouds,46.1667,-1.15,Hotel Henri IV
362,Severo-Yeniseyskiy,RU,53.29,overcast clouds,60.3725,93.0408,Aktolik
363,Suwannaphum,TH,75.02,overcast clouds,15.6035,103.8021,วรรณมณี รีสอร์ท
364,Akyab,MM,81.18,overcast clouds,20.15,92.9,Hotel Memory
366,Conde,BR,81.86,broken clouds,-7.2597,-34.9075,Pousada Beija Flor
367,Asau,RO,79.72,broken clouds,46.4333,26.4,Casa Mika Ciobanus
368,Byron Bay,AU,60.75,broken clouds,-28.65,153.6167,Backpackers Inn on the Beach
369,Hanna,CA,74.88,overcast clouds,51.6334,-111.9018,"West View Motel, Hanna, AB"
370,Trelew,AR,69.04,overcast clouds,-43.249,-65.3051,Hotel Touring Club
371,Iqaluit,CA,44.33,light rain,63.7506,-68.5145,Frobisher Inn
372,Roros,NO,49.84,broken clouds,62.5747,11.3842,Erzscheidergården
373,Linhares,BR,77.85,broken clouds,-19.3911,-40.0722,Hotel Conceição
374,Chapais,CA,65.98,broken clouds,49.7834,-74.8492,Hôtel Opémiska
375,Pervomayskaya,RU,78.6,broken clouds,43.4033,45.5261,Sotyy
376,Duluth,US,85.05,clear sky,46.7833,-92.1066,South Pier Inn
377,Karlstad,SE,64.96,overcast clouds,59.3793,13.5036,Scandic Karlstad City
378,Mabaruma,GY,82.63,broken clouds,8.2,-59.7833,Monty Brooms Guest House
379,Debre Tabor,ET,49.15,moderate rain,11.85,38.0167,Tigesh
380,Huambo,AO,72.5,clear sky,-12.7761,15.7392,SiSHotel
381,Ergani,TR,88.52,clear sky,38.2653,39.7621,Serkan Hotel
382,Paka,MY,76.93,overcast clouds,4.6374,103.4368,RUMBIA RESORT VILLA
383,Salekhard,RU,54.61,overcast clouds,66.53,66.6019,Hotel 89
384,Cayenne,GF,80.64,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
385,Freeport,US,84.0,clear sky,40.6576,-73.5832,The Freeport Inn and Marina
386,Sivas,TR,59.0,scattered clouds,39.7916,37.0019,Sivas Sultan Otel
387,Kruisfontein,ZA,58.89,clear sky,-34.0033,24.7314,Oyster Bay House Rental
388,Broome,US,75.7,few clouds,42.2506,-75.833,Chenango Valley State Park
390,Marsh Harbour,BS,83.21,overcast clouds,26.5412,-77.0636,Abaco Beach Resort
392,Diapaga,BF,80.38,moderate rain,12.0708,1.7889,
393,Anqing,CN,72.93,light rain,30.5092,117.0506,Hongtian Hotel
394,Eidsvoll,NO,62.73,light intensity shower rain,60.3305,11.2616,Gusterud Bygg AS
395,Warrnambool,AU,53.82,few clouds,-38.3833,142.4833,Lady Bay Resort
397,Altay,CN,60.15,overcast clouds,47.8667,88.1167,Jinqiao Hotel
398,Puerto Leguizamo,CO,87.85,overcast clouds,-0.1934,-74.7819,la casona de juancho
399,Bonthe,SL,78.8,light rain,7.5264,-12.505,Bonthe Holiday Village
400,Neryungri,RU,55.24,clear sky,56.6709,124.6491,Pyat' Zvozd
401,Naze,JP,77.68,overcast clouds,28.3667,129.4833,オーベルジュ・アガルイ
402,Georgetown,MY,78.89,scattered clouds,5.4112,100.3354,Cititel Penang
403,Lokosovo,RU,63.45,broken clouds,61.1333,74.8167,
406,Grand Gaube,MU,66.6,moderate rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
407,Moron,AR,64.02,clear sky,-34.6534,-58.6198,Hotel Morón
408,Cerro De Pasco,PE,52.39,scattered clouds,-10.6833,-76.2667,PLAZA APART HOTEL
409,Matagami,CA,71.71,clear sky,49.7502,-77.6328,Hôtel Matagami
411,Sao Filipe,CV,76.03,scattered clouds,14.8961,-24.4956,Hotel Xaguate
412,Satka,RU,63.09,overcast clouds,55.0425,59.04,Hostel Uralskie Gori
414,Tommot,RU,63.09,broken clouds,58.9564,126.2925,Gostinitsa Tommot
415,Turje,HU,89.31,light rain,46.9837,17.1074,Mama und Papa
417,Sherpur,BD,78.98,overcast clouds,25.0188,90.0175,জামালপুর মডেল ছাত্রাবাস
418,Zenzeli,RU,81.25,overcast clouds,45.9241,47.0474,"Gostinitsa ""Zvezdnaya"""
419,Salym,RU,60.98,few clouds,60.0625,71.4789,Gostinitsa Salym
420,Yurginskoye,RU,63.52,overcast clouds,56.8189,67.3921,
421,Beyneu,KZ,84.99,clear sky,45.3167,55.2,NUR
422,Ambovombe,MG,63.82,few clouds,-25.1667,46.0833,RELAHARA
423,Kachiry,KZ,64.38,scattered clouds,53.0675,76.1036,"Ночной клуб BasMax, Гостиница , Ресторан , Магазин-автозап. сто вулканизатор ,"
424,Clonakilty,IE,63.61,broken clouds,51.6231,-8.8706,Inchydoney Island Lodge & Spa
425,Sitka,US,53.49,light rain,57.0531,-135.33,Westmark Sitka
426,Ordubad,AZ,84.29,clear sky,38.9059,46.0234,Ordubad Oteli
427,Foso,GH,78.49,overcast clouds,5.7012,-1.2866,Pristina Cottage
428,Oistins,BB,86.09,few clouds,13.0667,-59.5333,Butterfly Beach Hotel
429,Akureyri,IS,66.13,clear sky,65.6835,-18.0878,Icelandair Hotel Akureyri
430,Rusape,ZW,53.26,clear sky,-18.5278,32.1284,Surrey Lodge
431,Yuzhno-Kurilsk,RU,53.8,few clouds,44.0306,145.8556,Guesthouse Berloga
433,Zhaotong,CN,63.63,overcast clouds,27.3167,103.7167,Jingguan Home
434,Roebourne,AU,75.42,overcast clouds,-20.7833,117.1333,Latitude20 Roebourne Village
435,Ballina,AU,57.78,scattered clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
436,Goma,CD,66.24,overcast clouds,-1.6792,29.2228,Hotel la Versailles Goma
437,Moose Factory,CA,73.4,clear sky,51.2585,-80.6094,Moosonee Lilypad
438,Biak,ID,74.86,few clouds,-0.9131,122.8766,Penginapan Kim
439,Constitucion,CL,52.07,light rain,-35.3333,-72.4167,Hotel Boutique Las Azucenas
440,Kangaatsiaq,GL,45.48,overcast clouds,68.3065,-53.4641,Nukissiorfiit
441,Cabedelo,BR,83.07,broken clouds,-6.9811,-34.8339,Hotel Pigalle
442,Kysyl-Syr,RU,48.94,broken clouds,63.8986,122.7617,
443,Powell River,CA,74.28,smoke,49.8496,-124.5361,Rodmay Hotel
444,Evensk,RU,47.07,scattered clouds,61.95,159.2333,
445,Dingle,PH,76.44,light rain,10.9995,122.6711,SEGAYA PROPERTY
446,Haputale,LK,64.0,overcast clouds,6.7681,80.9595,Leisure Mount View Holiday Inn
447,Basna,IN,84.81,overcast clouds,21.2833,82.8167,Hotel Grand Alfa [BASNA]
448,Hobyo,SO,77.58,broken clouds,5.3505,48.5268,Halane Hotel and Restaurent
449,Yarada,IN,80.92,mist,17.65,83.2667,Jeevan
450,Quatre Cocos,MU,66.31,overcast clouds,-20.2078,57.7625,Sunrise Attitude Hotel
451,Tres Arroyos,AR,62.91,broken clouds,-38.3739,-60.2798,Habitacion Triple con baño y entrada privada
453,Vilyuysk,RU,49.01,broken clouds,63.7553,121.6247,Gostinitsa Viliuisk
454,Port Lincoln,AU,55.45,broken clouds,-34.7333,135.8667,Port Lincoln Hotel
455,Mocuba,MZ,68.36,overcast clouds,-16.8392,36.9856,Phama Lodge
456,Winnemucca,US,85.1,haze,40.973,-117.7357,Winners Inn Casino
457,Puri,IN,82.92,overcast clouds,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
458,Paso De Carrasco,UY,54.05,overcast clouds,-34.8603,-56.0522,Hotel Sofitel Montevideo Casino Carrasco and Spa
459,Hue,VN,78.91,few clouds,16.4667,107.6,Saigon Morin Hotel
460,Tomatlan,MX,88.79,scattered clouds,19.9333,-105.25,El Salvial
464,Pangnirtung,CA,46.4,broken clouds,66.1451,-65.7125,Kilabuk Lodge
465,Ussel,FR,82.35,clear sky,45.55,2.3167,Logis Hôtel les Gravades
466,Lavrentiya,RU,43.41,broken clouds,65.5833,-171.0,
467,Martyush,RU,64.0,overcast clouds,56.4,61.8819,Hotel Yuzhnaia
468,Puerto Madryn,AR,65.59,broken clouds,-42.7692,-65.0385,Hotel Tolosa
469,Santiago Del Estero,AR,69.8,clear sky,-27.7951,-64.2615,Apartamentos Castelli 90
470,Inta,RU,51.89,clear sky,66.0317,60.1659,Apartments in Inta city
471,Ozark,US,83.32,clear sky,37.0209,-93.206,Americas Best Value Inn Ozark Springfield
472,Tual,ID,80.11,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
473,Puerto Madero,MX,82.74,overcast clouds,14.7208,-92.4215,Hotel La Central
474,Waverly,US,76.82,clear sky,42.7392,-84.6208,"Crowne Plaza Lansing West, an IHG Hotel"
475,Baiyin,CN,68.88,overcast clouds,36.5583,104.2081,GreenTree Alliance Gansu Baiyin Renmin Road Hotel
476,Ourossogui,SN,87.8,few clouds,15.6064,-13.3211,Hotel welma
477,Tefe,BR,84.31,scattered clouds,-3.3542,-64.7114,Aracati Hotel
478,Mashhad,IR,75.34,clear sky,36.297,59.6062,Khanye Sabz Hotel
479,Hervey Bay,AU,60.04,few clouds,-25.2986,152.8535,Shelly Bay Resort
480,Whitehorse,CA,44.02,light rain,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
481,Rovaniemi,FI,60.21,overcast clouds,66.5,25.7167,Arctic City Hotel
482,Veraval,IN,81.55,overcast clouds,20.9,70.3667,Lords Inn Somnath
483,Frankfort,ZA,49.73,broken clouds,-27.2667,28.4833,Formule 11 Accomodation
484,Sur,OM,89.1,scattered clouds,22.5667,59.5289,Sur Plaza Hotel
485,Mogadishu,SO,76.46,light rain,2.0371,45.3438,Hotel Juba
486,Concordia,AR,66.49,clear sky,-31.393,-58.0209,Palmar Hotel Casino
489,Khani,GE,63.97,overcast clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
490,Luderitz,,57.52,clear sky,-26.6481,15.1594,LÜDERITZ NEST HOTEL
491,Muscatine,US,80.19,clear sky,41.4667,-91.1335,Bed Bekfast
492,Malanje,AO,81.72,broken clouds,-9.5402,16.341,Malanje Hotel
493,La Ronge,CA,73.62,few clouds,55.1001,-105.2842,Northland Motor Hotel
494,Caernarfon,GB,64.51,overcast clouds,53.1413,-4.2702,Taldrwst Farmhouse
496,Port Pirie,AU,41.09,clear sky,-33.1833,138.0167,John Pirie Motor Inn
497,Juntas,CR,83.34,overcast clouds,10.2809,-84.9595,Hotel Pueblo Antiguo Abangares and Hot Springs
498,Great Yarmouth,GB,74.44,broken clouds,52.6083,1.7305,Comfort Hotel Great Yarmouth
499,Inirida,CO,85.73,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
500,Ler,SS,73.36,overcast clouds,8.3018,30.1418,
502,Kenai,US,52.03,clear sky,60.5544,-151.2583,Aspen Extended Stay Suites
503,Rawson,AR,65.57,broken clouds,-43.3002,-65.1023,Hosteria Sampedro
504,Petropavlovsk-Kamchatskiy,RU,48.79,few clouds,53.0452,158.6483,The Hotel Petropavlovsky
505,Flic En Flac,MU,66.76,few clouds,-20.2742,57.3631,Hilton Mauritius Resort & Spa
506,Russell,US,88.97,broken clouds,32.3502,-85.1999,Macs
507,Muli,MV,82.78,few clouds,2.9167,73.5667,Medhufushi Island Resort
508,Kerouane,GN,75.38,light rain,9.2667,-9.0167,
509,Moree,AU,53.62,overcast clouds,-29.4667,149.85,Molika Springs Motel
510,Panama City,PA,84.15,thunderstorm,8.9936,-79.5197,Hotel Riande Granada Urban
511,Batagay-Alyta,RU,47.5,overcast clouds,67.8006,130.4114,
512,Mitchell,US,84.11,clear sky,43.7094,-98.0298,Kelly Inn & Suites
513,Karpogory,RU,58.35,overcast clouds,64.0019,44.4451,Hotel Pinezhskaya Sloboda
514,Tongliao,CN,64.98,broken clouds,43.6125,122.2653,Meirujia Hotel
515,Ciudad Bolivar,VE,76.86,overcast clouds,8.1222,-63.5497,Hotel Edi
516,Diego De Almagro,CL,77.02,few clouds,-26.3667,-70.05,hotel luna del desierto
517,Hami,CN,85.87,overcast clouds,42.8,93.45,Laoyutang Resort
518,Merauke,ID,76.53,overcast clouds,-8.4667,140.3333,
519,Concepcion Del Uruguay,AR,66.81,clear sky,-32.4825,-58.2372,Aires del Campo Cabañas y Hotel
520,Canoinhas,BR,62.4,overcast clouds,-26.1772,-50.39,Santa Catarina Plaza Hotel
521,Ranong,TH,75.96,light rain,9.9658,98.6348,Tinidee Hotel@Ranong
522,Vestmanna,FO,49.12,few clouds,62.1564,-7.1664,Budget Guesthouse Borgustova
523,Celestun,MX,85.86,scattered clouds,20.8667,-90.4,Posada Lilia
524,Kargasok,RU,66.42,overcast clouds,59.0556,80.8572,Hotel Kargasok
526,Chambas,CU,89.6,broken clouds,22.1928,-78.9136,
527,Ugoofaaru,MV,82.29,broken clouds,5.6667,73.0,Ungoofaaru Inn
528,Tacuarembo,UY,65.93,clear sky,-31.7333,-55.9833,Hotel Orange
529,Goderich,CA,72.91,clear sky,43.7501,-81.7165,Harmony Inn
530,Kupang,ID,76.39,few clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
531,Vao,NC,68.16,broken clouds,-22.6667,167.4833,Hotel Kou-Bugny
532,Kiama,AU,58.37,clear sky,-34.6833,150.8667,The Sebel Kiama Harbourside
533,Pimentel,PE,71.89,broken clouds,-6.8367,-79.9342,Casona Del Muelle
534,Yangjiang,CN,80.01,light rain,21.85,111.9667,HUALUXE Yangjiang City Center
535,Daru,PG,76.32,overcast clouds,-9.0763,143.2092,Daru Lodge
536,College,US,49.59,light rain,64.8569,-147.8028,Pike's Waterfront Lodge
537,Codrington,AU,50.04,few clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
538,Talcahuano,CL,51.48,light rain,-36.7167,-73.1167,departamento comodo
539,Acarau,BR,84.61,broken clouds,-2.8856,-40.12,castelo pizzaria
540,Touros,BR,85.1,scattered clouds,-5.1989,-35.4608,INN NEW HORIZON
541,Kolosovka,RU,63.84,light rain,56.4678,73.611,Kolosovskaya Gostinitsa
542,Kudahuvadhoo,MV,82.65,few clouds,2.6708,72.8944,Niyama Private Islands Maldives
543,Margate,GB,73.26,few clouds,51.3813,1.3862,Premier Inn Margate hotel
544,Daura,NG,82.76,light rain,11.5538,11.4085,
545,Shebunino,RU,53.38,broken clouds,46.4339,141.8603,
546,Russkaya Polyana,UA,74.8,clear sky,49.417,31.9201,
548,Fairbanks,US,50.09,light rain,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
549,Otjimbingwe,,74.43,clear sky,-22.35,16.1333,
550,Flinders,AU,58.17,clear sky,-34.5833,150.8552,Shellharbour Resort & Conference Centre
551,Challapata,BO,49.35,few clouds,-18.9,-66.7667,HOSTAL MARIAN
552,Angoram,PG,72.68,broken clouds,-4.0625,144.0661,
553,Kalemie,CD,75.42,clear sky,-5.9475,29.1947,Mahobilali
